airport,lat,long
LLY,39.94333333,-74.84361111
LMA,63.88611111,-152.3019444
LMI,-3.47777778,142.0394444
LMM,25.68527778,-109.0808333
LMN,4.74472222,115.0166667
LMS,33.14277778,-89.06111111
LMT,42.16305556,-121.7358333
LND,42.81527778,-108.7294444
LNE,-15.86666667,168.1833333
LNI,70.91111111,-153.2388889
LNK,40.85083333,-96.75888889
LNL,46.15,-89.21666667
LNP,36.98583333,-82.53305556
LNS,40.12111111,-76.29972222
LNT,32.82222222,-85.23333333
LNY,20.78472222,-156.9494444
LOI,27.61555556,-99.52
LOL,40.06805556,-118.5616667
LOM,21.35,-101.9494444
LOU,38.22722222,-85.66361111
LOV,26.95444444,-101.4702778
LOZ,37.08722222,-84.07694444
LPC,34.66611111,-120.4655556
LPO,41.57277778,-86.73416667
LPQ,19.89583333,102.1638889
LPS,48.48277778,-122.9355556
LPW,56.38333333,-134.8333333
LQK,34.81,-82.70277778
LRD,27.54472222,-99.46111111
LRF,34.91638889,-92.14611111
LRG,55.60166667,-131.635
LRI,9.27083333,-75.82805556
LRN,47.14305556,-119.2402778
LRO,37.83666667,-121.2722222
LRU,32.29083333,-106.9216667
LSA,-8.53333333,151.0666667
LSD,38.09111111,-84.31666667
LSE,43.87722222,-91.25638889
LSF,32.33777778,-84.99222222
LSL,11.03416667,-84.70722222
LSN,37.06305556,-120.8691667
LSR,65.39611111,-167.1630556
LSU,4.55277778,115.5
LSV,36.23388889,-115.0336111
LSX,5.06888889,97.25555556
LTI,46.65,96.41666667
LTO,25.98333333,-111.35
LTS,34.66388889,-99.27361111
LUA,27.68611111,86.73055556
LUF,33.535,-112.3830556
LUK,39.10277778,-84.42138889
LUL,31.66888889,-89.17027778
LUP,21.21111111,-156.9744444
LUQ,-33.27444444,-66.35861111
LUR,68.87583333,-166.1069444
LVD,61.35861111,-155.4402778
LVK,37.69361111,-121.8202778
LVM,45.66666667,-110.5666667
LVS,35.65416667,-105.1425
LWB,37.85972222,-80.39861111
LWC,39.00916667,-95.2175
LWF,35.23416667,-87.25805556
LWL,41.11388889,-114.9233333
LWM,42.7175,-71.1225
LWS,46.37472222,-117.0144444
LWT,47.05111111,-109.4711111
LWV,38.76305556,-87.60111111
LWY,4.85,115.405
LXN,40.79055556,-99.77583333
LXV,39.22027778,-106.3161111
LYB,19.65916667,-80.09083333
LYH,37.32694444,-79.20111111
LYP,31.36916667,72.99805556
LYU,47.82444444,-91.83083333
LZC,17.98888889,-102.2194444
LZU,33.97777778,-83.96222222
MA1,41.35833333,-70.52444444
MAA,12.99333333,80.17694444
MAC,32.8225,-83.56222222
MAE,36.98777778,-120.1105556
MAF,31.94083333,-102.2013889
MAG,-5.20916667,145.7816667
MAI,-14.48555556,35.26111111
MAJ,7.06472222,171.2747222
MAM,25.77027778,-97.52361111
MAP,-10.3,149.5333333
MAS,-2.05666667,147.4244444
MAT,-5.79833333,13.44166667
MAW,36.60055556,-89.99222222
MBL,44.27388889,-86.25333333
MBS,43.53166667,-84.08166667
MBY,39.46388889,-92.42666667
MCB,31.17861111,-90.47166667
MCC,38.66777778,-121.3994444
MCD,45.86472222,-84.63722222
MCE,37.28472222,-120.5127778
MCF,27.84888889,-82.52166667
MCG,62.95305556,-155.6058333
MCI,39.2975,-94.71388889
MCJ,11.39166667,-72.24166667
MCK,40.20611111,-100.59
MCL,63.64111111,-148.7863889
MCM,43.73333333,7.41666667
MCN,32.69583333,-83.64916667
MCO,28.43166667,-81.32472222
MCS,-30.27083333,-57.64111111
MCW,43.15694444,-93.32944444
MDA,29.43138889,-98.37777778
MDC,1.54388889,124.9236111
MDD,32.03583333,-102.1022222
MDE,6.16444444,-75.42305556
MDF,45.10111111,-90.30333333
MDH,37.78138889,-89.24694444
MDJ,44.66611111,-121.1630556
MDK,0.02333333,18.29222222
MDO,59.45305556,-146.3
MDQ,-37.93472222,-57.57222222
MDR,63.10694444,-154.7166667
MDT,40.19305556,-76.76222222
MDU,-6.15861111,143.65
MDW,41.785,-87.75194444
MDX,-29.16722222,-58.07555556
MDZ,-32.83194444,-68.78472222
ME1,44.99194444,-70.66472222
MEI,32.33722222,-88.74916667
MEJ,41.62666667,-80.21472222
MEM,35.04972222,-89.97861111
MEO,35.91888889,-75.69555556
MEP,2.43333333,103.8333333
MEQ,4.18277778,96.20222222
MER,37.38055556,-120.5680556
MES,3.56111111,98.67277778
MEV,39.00027778,-119.7508333
MEX,19.43527778,-99.07277778
MEY,27.57638889,84.23138889
MFD,40.82,-82.51277778
MFE,26.17694444,-98.23972222
MFF,-1.53694444,13.27083333
MFG,34.33777778,73.50944444
MFH,36.835,-114.0552778
MFI,44.63388889,-90.18666667
MFM,22.14944444,113.5913889
MFN,-44.66944444,167.9111111
MFR,42.37361111,-122.8722222
MFS,1.33333333,-72.1
MFT,32.85611111,-97.2
MFV,37.64666667,-75.76138889
MGC,41.7,-86.81666667
MGE,33.91472222,-84.52166667
MGJ,41.51138889,-74.26416667
MGM,32.3,-86.39111111
MGN,9.28805556,-74.845
MGR,31.06944444,-83.80277778
MGS,-21.91666667,-157.9166667
MGW,39.64277778,-79.91583333
MGY,39.59111111,-84.22388889
MHE,43.77527778,-98.03805556
MHK,39.14222222,-96.66888889
MHL,39.1,-93.2
MHM,63.88611111,-152.3019444
MHR,38.55638889,-121.2955556
MHT,42.93833333,-71.43888889
MHV,35.06666667,-118.15
MI1,43.14222222,-85.25388889
MI2,42.74305556,-86.105
MI3,42.62944444,-83.98416667
MIA,25.7925,-80.28611111
MIB,48.41555556,-101.3572222
MIC,45.06222222,-93.35361111
MID,20.93694444,-89.65777778
MIE,40.23972222,-85.39444444
MIJ,6.08611111,171.7336111
MIO,36.90722222,-94.8875
MIQ,41.19611111,-96.11194444
MIS,-10.69361111,152.8405556
MIT,35.5075,-119.1922222
MIV,39.36805556,-75.07444444
MIW,42.11444444,-92.91916667
MIX,-1.18333333,-70.03333333
MJA,-21.42222222,44.31472222
MJB,10.28027778,170.8680556
MJC,7.38166667,-7.52833333
MJD,27.33638889,68.14166667
MJL,-1.81777778,10.92416667
MJM,-6.12138889,23.56972222
MJN,-15.66583333,46.35305556
MJQ,43.63333333,-94.98333333
MJX,39.9275,-74.29277778
MKC,39.12333333,-94.59277778
MKE,42.95027778,-87.89722222
MKG,43.17055556,-86.2375
MKJ,-0.02027778,15.57666667
MKK,21.15277778,-157.1
MKL,35.60138889,-88.91527778
MKM,2.90694444,112.0797222
MKO,35.66055556,-95.36666667
MKT,44.22361111,-93.91833333
MKU,0.55916667,12.86111111
MKW,-0.89305556,134.0527778
MKZ,2.26416667,102.2533333
MLA,35.83666667,14.54722222
MLB,28.1025,-80.64305556
MLC,34.88027778,-95.785
MLD,42.16944444,-112.2916667
MLE,4.20138889,73.52444444
MLF,38.42666667,-113.0125
MLG,-7.92833333,112.7141667
MLI,41.44888889,-90.505
MLK,48.36694444,-107.9194444
MLL,61.86416667,-162.0261111
MLM,19.85,-101.0252778
MLQ,-8.07055556,146.1516667
MLS,46.43055556,-105.8805556
MLT,45.64777778,-68.68555556
MLU,32.51111111,-92.03888889
MLY,64.99666667,-150.6430556
MMC,22.74805556,-99.01388889
MMH,37.63111111,-118.8513889
MMI,35.39666667,-84.56277778
MML,44.44722222,-95.8175
MMN,42.46111111,-71.51916667
MMP,9.26166667,-74.43611111
MMT,33.91833333,-80.79972222
MMU,40.79916667,-74.41583333
MN1,47.59277778,-95.77361111
MN2,46.41888889,-92.80472222
MN3,45.30555556,-96.42444444
MNB,-5.92694444,12.35277778
MNC,-14.48,40.70861111
MNI,16.79138889,-62.19333333
MNM,45.12166667,-87.63611111
MNN,40.61638889,-83.06583333
MNO,-7.28805556,27.39388889
MNT,65.14361111,-149.37
MNZ,38.72194444,-77.51805556
MO1,39.3325,-94.30944444
MO2,38.5875,-90.99388889
MOB,30.68833333,-88.24083333
MOD,37.62694444,-120.9552778
MOM,17.75,-12.5
MON,-43.76638889,170.135
MOP,43.62083333,-84.73333333
MOQ,-20.28361111,44.31833333
MOR,36.17944444,-83.37583333
MOS,64.69555556,-162.0433333
MOT,48.25944444,-101.2808333
MOU,62.08944444,-163.7166667
MOY,4.88416667,-72.89527778
MPB,25.77833333,-80.17027778
ID2,42.33611111,-111.2888889
MPJ,35.1375,-92.91166667
MPM,-25.92027778,32.57305556
MPO,41.1375,-75.375
MPR,38.35527778,-97.69138889
MPS,33.12861111,-94.97583333
MPV,44.20333333,-72.56666667
MPX,-4.9,141.6166667
MQB,40.52,-90.6525
MQJ,39.84361111,-85.89694444
MQT,46.35361111,-87.39527778
MQY,36.00888889,-86.52
MRB,39.40166667,-77.985
MRC,35.55444444,-87.18027778
MRH,34.73416667,-76.66027778
MRI,61.21611111,-149.85
MRK,25.99472222,-81.67277778
MRN,35.83333333,-81.61666667
MRU,-20.4275,57.67638889
MRY,36.58805556,-121.8480556
MS1,33.8325,-89.79833333
MSA,53.43888889,-91.76388889
MSC,33.46083333,-111.7283333
MSL,34.74527778,-87.61027778
MSN,43.14194444,-89.33694444
MSO,46.91555556,-114.0875
MSP,44.88611111,-93.21777778
MSS,44.93777778,-74.84666667
MST,50.91111111,5.77361111
MSV,41.70166667,-74.795
MSY,29.99111111,-90.25138889
MT1,45.85277778,-106.7091667
MTC,42.60083333,-82.83722222
MTH,24.72611111,-81.05138889
MTJ,38.50055556,-107.8947222
MTM,55.13333333,-131.5833333
MTN,39.32555556,-76.41388889
MTO,39.47861111,-88.27833333
MTP,41.07666667,-71.92055556
MTR,8.74583333,-75.88138889
MTT,18.10333333,-94.58055556
MTV,-13.81666667,167.7
MTW,44.12972222,-87.68222222
MTX,64.80833333,-147.76
MTY,25.77944444,-100.1052778
MUE,20.00138889,-155.6680556
MUG,26.91666667,-111.9833333
MUL,31.1375,-83.70416667
MUO,43.04361111,-115.8716667
MUR,4.17944444,114.3261111
MUT,41.36666667,-91.145
MUX,30.20277778,71.41805556
MVB,-1.65694444,13.43972222
MVL,44.53583333,-72.61444444
MVM,36.70972222,-110.2369444
MVN,38.32305556,-88.85861111
MVR,10.45222222,14.25638889
MVW,48.47027778,-122.4105556
MVY,41.39277778,-70.61666667
MWA,37.75194444,-89.01638889
MWC,43.10944444,-88.03416667
MWD,32.5625,71.57277778
MWH,47.205,-119.3155556
MWL,32.78222222,-98.06111111
MWM,43.9125,-95.10833333
MWO,39.53166667,-84.39666667
MXB,-2.53333333,120.3333333
MXC,37.93722222,-109.3463889
MXE,34.79166667,-79.36611111
MXF,32.37916667,-86.3625
MXG,42.34305556,-71.50944444
MXH,-6.35,143.25
MXL,32.63055556,-115.2416667
MXT,-18.04777778,44.03277778
MXY,61.43916667,-142.9238889
MYB,-3.45833333,10.67666667
MYF,32.81583333,-117.1394444
MYH,36.73388889,-111.7533333
MYK,61.33666667,-142.6847222
MYL,44.88888889,-116.1016667
MYR,33.67916667,-78.92972222
MYU,60.37277778,-166.2680556
MYV,39.09805556,-121.5697222
MYY,4.45472222,114.0036111
MZB,-11.35611111,40.35416667
MZI,14.50833333,-4.085
MZJ,32.50861111,-111.3294444
MZL,5.02972222,-75.46666667
MZN,-5.90555556,144.6766667
MZT,23.1625,-106.2738889
MZZ,40.49083333,-85.67944444
N47,40.26027778,-75.67083333
N87,40.21388889,-74.60166667
NAD,42.69638889,-73.17166667
NAG,21.09111111,79.04972222
NBA,-6.24055556,145.2411111
NBG,29.825,-90.035
NBJ,41.53333333,-72.04305556
NBU,42.08333333,-87.81833333
NC1,35.20277778,-81.14972222
NC2,35.54083333,-78.39027778
NC3,35.25555556,-81.60083333
NC4,36.39888889,-76.01611111
NC5,35,-77.98166667
NCI,8.45638889,-76.77944444
NCN,60.07722222,-147.9919444
NCO,41.59944444,-71.41666667
MGE,33.91527778,-84.51638889
NCT,10.13888889,-85.445
ND1,46.64888889,-96.99861111
NDB,20.93416667,-17.02833333
NDC,19.18138889,77.32555556
NDR,34.98916667,-3.02777778
NE1,40.92638889,-100.1483333
NE2,41.41805556,-96.11361111
NEA,31.25055556,-81.47611111
NEL,40.02333333,-74.39916667
NEU,20.41472222,104.0686111
NEW,30.03944444,-90.02666667
NFL,39.41666667,-118.7
NGC,36.18333333,-112.1333333
NGE,7.35638889,13.56138889
NGF,21.45055556,-157.7680556
NGP,27.69277778,-97.29111111
NGU,36.93722222,-76.29055556
NGZ,37.79055556,-122.3255556
NHK,38.29166667,-76.41638889
NHZ,43.89222222,-69.93916667
NIB,63.01805556,-154.3791667
NIE,55.06666667,-132.1458333
NIN,60.01888889,-151.5875
NIP,30.23416667,-81.67527778
NIX,15.23916667,-9.57722222
NJ1,39.77833333,-74.94777778
NJ2,39.66638889,-74.30805556
NJK,32.8275,-115.6688889
NKA,0.7,9.98333333
NKC,18.09194444,-15.95194444
NKI,55.875,-133.2208333
NKN,-5.83333333,146.4583333
NKS,4.935,9.93666667
N1C,34.9025,-76.88138889
NKV,55.85,-133.2166667
NKX,32.86916667,-117.1436111
NLC,36.33305556,-119.9522222
NLD,27.43472222,-99.56666667
NLG,56.0075,-161.1675
NLO,-4.325,15.32638889
NME,60.49166667,-164.7208333
NMG,8.45611111,-78.93472222
NNA,34.29888889,-6.59583333
NNK,58.73277778,-157.02
NNL,59.97805556,-154.8413889
NOG,31.22916667,-110.9761111
NOS,-13.31111111,48.31388889
NOT,38.14444444,-122.5580556
NOU,-22.01694444,166.2108333
NPA,30.35277778,-87.32027778
NPE,-39.46805556,176.8652778
NPL,-39.01,174.1763889
NPT,41.53083333,-71.2825
NQA,35.35666667,-89.87027778
NQI,27.50694444,-97.80944444
NQN,-38.95,-68.15222222
NQX,24.57527778,-81.68916667
NRB,30.39166667,-81.42388889
NRI,36.57722222,-94.86138889
NSE,30.72388889,-87.02194444
ADW,38.81083333,-76.86722222
NSI,3.71944444,11.55194444
NSL,28.61472222,-80.69472222
NSN,-41.3,173.2194444
NT1,63.585,-110.9
NTD,34.12027778,-119.12
NTO,17.05,-25.16666667
NTR,25.86861111,-100.2375
NTU,36.82055556,-76.03388889
NUG,-3.40805556,154.7383333
NUI,70.21055556,-151.0047222
NUL,64.72777778,-158.0766667
NUN,30.46944444,-87.33805556
NUP,60.89444444,-162.4666667
NUQ,37.41527778,-122.0472222
NUW,48.35222222,-122.6541667
NV1,36.56805556,-114.4433333
NVA,2.95277778,-75.29805556
NVD,37.85138889,-94.30388889
NXX,40.20027778,-75.14833333
NY1,41.98527778,-73.96416667
NY2,43.35083333,-76.38805556
#N/A,42.45,-75.01638889
NYC,40.72722222,-73.92666667
NYL,32.65666667,-114.6058333
VQQ,30.21861111,-81.87666667
NZJ,33.6675,-117.7183333
NZW,42.14861111,-70.94027778
NZY,32.69916667,-117.2144444
O85,40.57416667,-122.4075
OAJ,34.83027778,-77.61166667
OAK,37.72138889,-122.2208333
OAM,-44.96944444,171.0833333
OAX,17,-96.72666667
OBT,39.58083333,-79.33583333
OBU,66.91055556,-156.8833333
OCE,38.31055556,-75.12388889
OCF,29.17555556,-82.22694444
OCH,31.58333333,-94.7
OCI,60.2,-147.8166667
OCN,33.21722222,-117.3527778
OCW,35.56888889,-77.05083333
ODE,55.47638889,10.32861111
ODM,39.40666667,-79.41388889
ODW,48.25333333,-122.6725
OFF,41.11833333,-95.91222222
OFK,41.98416667,-97.43416667
OGA,41.11972222,-101.7691667
OGB,33.46305556,-80.85638889
OGD,41.19638889,-112.0108333
OGG,20.90055556,-156.4336111
OGS,44.68166667,-75.46583333
OH1,39.57027778,-83.42055556
OH2,40.37222222,-83.81888889
OH3,39.44027778,-83.02305556
OH4,40.22472222,-83.35166667
OH5,39.24666667,-84.38888889
OH6,41.21027778,-81.25166667
OH7,41.15194444,-81.41666667
OHA,-40.20833333,175.3869444
OHC,63.32638889,-168.9688889
OHD,41.185,20.74305556
OIC,42.56638889,-75.52416667
OJC,38.8475,-94.7375
OKC,35.39222222,-97.60166667
OKK,40.52972222,-86.05805556
OKN,-0.70083333,13.78111111
OLE,42.24083333,-78.37666667
OLF,48.09472222,-105.5663889
OLH,57.20611111,-153.2994444
OLM,46.97361111,-122.9033333
OLS,31.41638889,-110.8491667
OLU,41.44722222,-97.34166667
OLV,34.97888889,-89.78694444
OMA,41.30194444,-95.89333333
OMB,-1.58333333,9.26666667
OME,64.51138889,-165.4416667
OMK,48.46666667,-119.5208333
OML,-6.18555556,144.9583333
ONA,44.07666667,-91.70611111
ONH,42.52472222,-75.06444444
ONL,42.46527778,-98.68861111
ONM,34.02194444,-106.9022222
ONN,58.06805556,-153.2538889
ONO,44.02277778,-117.0138889
ONP,44.57944444,-124.0577778
ONT,34.05611111,-117.6011111
ONX,9.35666667,-79.8675
OOB,57.48333333,-135.8666667
OOK,60.53194444,-165.1083333
OPF,25.90694444,-80.28027778
OPH,63.145,-156.5263889
OQA,55.93722222,-131.8127778
OQB,57.92638889,-156.0833333
OQC,57.06666667,-157.8141667
OQF,58.28444444,-136.0847222
OQG,57.91138889,-133.4022222
OQI,57.85694444,-157.0866667
OQK,68.98333333,-163.4455556
OQL,56.23333333,-160.075
OQM,56.76666667,-158.0852778
OQN,60.95527778,-153.9075
OQO,62.43416667,-151.4147222
OQP,57.17833333,-157.7333333
OQQ,60.18333333,-154.3338889
OQR,60.65277778,-154.0361111
OQS,56.23333333,-160.2258333
OQV,61.01361111,-151.4069444
OQW,61.43416667,-157.05
OQX,67,-162.8333333
OQY,66.88333333,-161.4833333
OQZ,62.04333333,-158.2563889
OR1,42.51166667,-123.3877778
OR2,44.8775,-124.0283333
OR3,43.98277778,-124.1113889
ORC,4.78333333,-71.35
ORD,41.97805556,-87.90611111
ORF,36.89583333,-76.20138889
ORH,42.26916667,-71.87444444
ORI,57.88611111,-152.8438889
ORL,28.54416667,-81.33555556
ORN,35.62777778,-0.61055556
ORT,62.96194444,-141.9238889
ORV,66.82916667,-161.0236111
OSB,38.10972222,-92.68333333
OSC,44.45138889,-83.39416667
OSH,43.98388889,-88.55694444
OSU,40.07805556,-83.07333333
OSX,33.08861111,-89.54
OTD,8.62777778,-79.03472222
OTG,43.65222222,-95.58361111
OTH,43.41888889,-124.24
OTM,41.10638889,-92.44916667
OTR,8.60111111,-82.97
OTS,48.49916667,-122.6611111
OTU,7,-74.71666667
OTZ,66.88805556,-162.6058333
OUD,34.78333333,-1.93333333
OUE,1.61666667,16.04861111
OUN,35.24,-97.47388889
OUR,4.47305556,14.36361111
OVA,-24.2325,45.305
OVE,39.49166667,-121.6180556
OWA,44.12055556,-93.25444444
OWB,37.74083333,-87.16583333
OWD,42.19194444,-71.17722222
OXC,41.47861111,-73.13527778
OXR,34.20111111,-119.2063889
OXV,41.30166667,-93.11277778
OYA,-29.10333333,-59.21666667
OYE,1.53333333,11.58333333
OYO,-38.38888889,-60.32722222
OYS,37.75,-119.5833333
OZA,30.735,-101.2025
OZR,31.27666667,-85.71
PA1,41.78888889,-75.88972222
PA2,40.08527778,-78.51222222
PAE,47.90833333,-122.2813889
PAH,37.06111111,-88.7725
PAK,21.9,-159.6061111
PAM,30.06972222,-85.57611111
PAO,37.46083333,-122.1138889
PAQ,61.59333333,-149.0863889
PAT,25.59055556,85.09
PAY,5.99305556,117.3944444
PAZ,20.605,-97.46138889
PBA,71.33861111,-156.6327778
PBC,19.15805556,-98.37416667
PBD,21.64722222,69.65694444
PBF,34.17555556,-91.93555556
PBG,44.65083333,-73.46805556
PBI,26.68222222,-80.09416667
PBK,57.8,-134.7
PBX,37.56166667,-82.56638889
PCA,58.90694444,-157.7075
PCC,1.9,-75.15
PCD,43.01916667,-91.12361111
PCE,57.15388889,-157.3969444
PCK,67.22888889,-150.2833333
PCT,40.39972222,-74.65777778
PDA,3.88333333,-67.88333333
PDB,59.78944444,-154.1277778
PDC,-21.31666667,165
PDG,-0.87555556,100.35
PDK,33.875,-84.30222222
PDS,28.63,-100.5358333
PDT,45.69833333,-118.8361111
PDX,45.58916667,-122.595
PEC,57.95,-136.2333333
PEI,4.81472222,-75.745
PEN,5.28972222,100.2725
PEQ,31.4,-103.5166667
PEW,33.99444444,71.51666667
PFA,58.72694444,-156.9433333
PFD,57.95,-135.65
PFN,30.2125,-85.68194444
PFR,-4.33,20.60583333
PGA,36.92638889,-111.4472222
PGD,26.91916667,-81.99138889
PGH,29.03194444,79.47361111
PGK,-2.16055556,106.1411111
PGL,30.37638889,-88.49527778
PGM,59.34833333,-151.8316667
PGO,37.2775,-107.0558333
PGS,35.52833333,-113.2466667
PGV,35.63333333,-77.38527778
PHD,40.47083333,-81.41972222
PHF,37.13166667,-76.49333333
PHL,39.86805556,-75.24861111
PHN,42.91305556,-82.52611111
PHO,68.35,-166.8
PHT,36.33361111,-88.38333333
PHX,33.43611111,-112.0094444
PIA,40.66138889,-89.68722222
PIB,31.4675,-89.33666667
PIE,27.90722222,-82.68555556
PIH,42.91333333,-112.5944444
PII,64.85,-147.7866667
PIM,32.84055556,-84.8825
PIP,57.56361111,-157.5608333
PIR,44.38361111,-100.2841667
PIT,40.49666667,-80.23583333
PIZ,69.72916667,-163.0138889
PJB,34.25666667,-111.3388889
PJG,26.95472222,64.13305556
PJM,8.53444444,-83.30138889
PJS,60.05,-148.0666667
PKA,60.71083333,-161.7580556
PKB,39.34555556,-81.43888889
PKD,46.89833333,-95.07166667
PKR,28.19722222,83.98611111
PKU,0.46416667,101.4386111
PKZ,15.13166667,105.7838889
PLA,3.3,-75.7
PLB,44.68833333,-73.52111111
PLC,8.40222222,-75.57555556
PLK,36.62583333,-93.22888889
PLM,-2.9,104.6994444
PLN,45.57083333,-84.79277778
PLT,9.80472222,-74.785
PLW,-0.91666667,119.9
PLY,41.365,-86.30055556
PMB,48.9425,-97.24083333
PMD,34.6275,-118.0833333
PMH,38.83972222,-82.8475
PML,56.00555556,-160.5583333
PMP,-6.51138889,143.495
PMQ,-46.53638889,-70.98361111
PMR,-40.32222222,175.6166667
PMU,61.96666667,-160.2333333
PMY,-42.79444444,-65.01972222
PMZ,8.95305556,-83.47027778
PNC,36.72805556,-97.09944444
PNE,40.08027778,-75.0125
PNF,58.68333333,-156.8333333
PNH,11.54583333,104.8491667
PNK,-0.14944444,109.4027778
PNO,16.3425,-98.06944444
PNP,-8.77527778,148.2261111
PNQ,18.58138889,73.92055556
PNR,-4.81055556,11.88583333
PNS,30.47333333,-87.1875
PNX,33.7,-96.66666667
POB,35.17083333,-79.01472222
POC,34.09166667,-117.7830556
PFD,58.11666667,-135.5
POE,31.04583333,-93.19222222
POF,36.71111111,-90.31388889
POG,-0.7125,8.75583333
POH,42.74305556,-94.64666667
POL,-12.98833333,40.5225
POM,-9.445,147.2102778
POQ,55.2,-132.2333333
POU,41.62805556,-73.88277778
POY,44.87027778,-108.7913889
PPC,66.79666667,-150.7
PPE,31.35194444,-113.5258333
PPF,37.33222222,-95.50861111
PPM,26.24583333,-80.11083333
PPN,2.45,-76.60888889
PPV,56.32916667,-133.6083333
PQI,46.685,-68.0475
PQM,17.53333333,-91.98444444
PQS,61.93472222,-162.8905556
PRA,-31.795,-60.48
PRB,35.67055556,-120.6258333
PRC,34.65,-112.4241667
PRD,43.02361111,-102.5166667
PRT,58.41083333,-134.9563889
PRX,33.63666667,-95.45027778
PRZ,44.28888889,-120.8916667
PSB,40.88444444,-78.08722222
PSC,46.26388889,-119.1147222
PSF,42.42666667,-73.29166667
PSG,56.80416667,-132.9425
PSI,25.3,63.36111111
PSK,37.13722222,-80.67861111
PSM,43.07777778,-70.82333333
PSN,31.77666667,-95.70611111
PSO,1.46666667,-77.25
PSP,33.82666667,-116.505
PSS,-27.38388889,-55.9675
PSX,28.72777778,-96.25222222
PTA,60.20111111,-154.3244444
PTC,55.78333333,-133.6
PTD,56.24722222,-134.6463889
PTH,56.95666667,-158.6375
PTK,42.665,-83.41805556
PTL,56.29611111,-134.6613889
PTN,29.70833333,-91.3375
PTR,57.83333333,-153.25
PTS,37.44666667,-94.73055556
PTT,37.7,-98.75
PTU,59.01138889,-161.8169444
PTV,36.02777778,-119.0625
PTW,40.23944444,-75.55666667
PTX,1.89166667,-76.05833333
PTY,9.07,-79.38361111
PUB,38.29277778,-104.4961111
PUC,39.60972222,-110.7527778
PUD,-47.73527778,-65.90416667
PUL,47.73388889,-122.6472222
PUO,70.25138889,-148.3369444
PUT,14.13333333,77.78333333
PUU,0.53333333,-76.53333333
PUV,-20.26666667,164.0333333
PUW,46.74472222,-117.105
PVC,42.07194444,-70.22166667
PVD,41.72833333,-71.42611111
PVF,38.72416667,-120.7533333
PVR,20.68194444,-105.2483333
PVU,40.21805556,-111.7222222
PVW,34.16833333,-101.7141667
PVY,59.31666667,-154.9166667
PVZ,41.73527778,-81.22055556
PWA,35.53277778,-97.64916667
PWK,42.1125,-87.90111111
PWM,43.64444444,-70.30361111
PWR,56.38333333,-134.65
PWT,47.485,-122.7633333
PXM,15.8725,-97.08611111
PYA,60.0575,-148.0511111
PYB,18.85,82.58333333
PYL,60.68583333,-147.9166667
PYM,41.90972222,-70.72944444
PZA,5.87777778,-71.885
QAF,41.97694444,-114.6586111
QAJ,33.35277778,-110.6633333
QAK,41.51805556,-82.86833333
QAL,41.60277778,-82.68472222
LLX,44.56916667,-72.01805556
QAS,29.67777778,-95.41194444
QAX,33.96666667,-118.45
QBC,52.38333333,-126.5833333
QBH,36.63472222,-116.4125
QBI,38.78055556,-110.3291667
QBM,41.63666667,-82.8275
QBN,41.685,-82.805
QBT,44.77083333,-115.1041667
QBX,38.9,-97.23333333
QBY,41.71666667,-82.81666667
QC1,46.56444444,-75.57777778
CJR,38.52555556,-77.85972222
QCT,33.55,-102.3666667
QCW,48.6,-123
QCX,36.62972222,-80.01666667
QEM,33.55833333,-117.7111111
QFD,36.54583333,2.87611111
QFX,33.40027778,-118.3833333
QGS,47.16666667,-88.5
QHI,29.68361111,-95.5
QHO,29.81416667,-95.30916667
QIR,47.83333333,-88.83333333
QKV,19.64722222,-156.0119444
QMA,34.01333333,-84.6
QMH,29.69777778,-95.4075
QMN,42.00194444,-71.20138889
QOR,38.24666667,-78.04722222
QPO,29.74111111,-95.45638889
QPT,44.77083333,-69.37916667
QQB,60.15,-154.6166667
QQC,66.78333333,-162.0166667
QQD,42.3675,-71.06666667
QQE,67.11666667,-163.75
QQG,39.60833333,-77.00777778
QQJ,46.52222222,-114.0569444
QQL,48.72638889,-116.2944444
QQM,40.52222222,-121.8166667
QQN,36.39888889,-119.1063889
QQQ,39.22444444,-121.0013889
QQT,33.35722222,-84.57194444
QQU,35.65194444,-109.0666667
QQV,65.75916667,-111.2513889
QQX,38.65361111,-122.8983333
QQY,29.89333333,-97.86444444
QRD,33.81694444,-118.3666667
#N/A,20.62388889,-100.3688889
QSO,42.1,-72.03333333
WPO,38.83138889,-107.6458333
RAB,-4.22166667,152.1916667
RAC,42.76111111,-87.81388889
RAI,14.92527778,-23.50305556
RAJ,22.30583333,70.78083333
RAK,31.60833333,-8.03833333
RAL,33.95166667,-117.4441667
RAP,44.04527778,-103.0569444
RAR,-21.20027778,-159.8
RAX,40.31722222,-74.03888889
RAZ,33.85027778,73.79888889
RBA,34.05,-6.75694444
RBB,57.51638889,-157.3877778
RBD,32.68027778,-96.86722222
RBF,34.26361111,-116.8536111
RBG,43.23888889,-123.3597222
RBH,58.55,-155.8
RBL,40.15138889,-122.2511111
RBN,24.62861111,-82.87333333
RBY,64.73,-155.4608333
RCA,44.145,-103.1030556
RCE,48.61222222,-123.1386111
RCH,11.52916667,-72.92444444
RCQ,-29.19166667,-59.69166667
RCT,43.89166667,-85.51666667
RCU,-33.16555556,-64.33166667
RDB,68.03166667,-162.9
RDD,40.50833333,-122.2922222
RDG,40.37861111,-75.96388889
RDM,44.25444444,-121.1513889
RDR,47.96111111,-97.40083333
RDU,35.87527778,-78.78194444
